Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
Carman Rd & Morningside Dr,3680,-73.9341,42.72072,763,GUILDERLAND,MORNINGSIDE,No,No,No,No,Yes,No,"{'latitude': '42.72072', 'longitude': '-73.9341'}",832,72,2030
Altamont Rd & Arlington St,2628,-74.021343,42.704224,719,GUILDERLAND,MAIN,No,No,No,No,Yes,No,"{'latitude': '42.704224', 'longitude': '-74.021343'}",832,1142,2030
Executive Park Dr & Tower Pl,12022,-73.84042,42.68589,"10, 808",GUILDERLAND,EXECUTIVE PARK,No,Yes,Yes,No,Yes,No,"{'latitude': '42.68589', 'longitude': '-73.84042'}",832,40,2030
Sand Creek Rd & Old Myers Dr,606,-73.78336,42.69024,125,COLONIE,SAND CREEK,No,No,No,No,Yes,No,"{'latitude': '42.69024', 'longitude': '-73.78336'}",834,42,2030
Quail St & Madison Ave,3469,-73.7799,42.65926,100,ALBANY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.65926', 'longitude': '-73.7799'}",814,45,2030
Congress St & 11th St,4491,-73.682752,42.726971,289,TROY,FERRY,No,No,No,No,Yes,No,"{'latitude': '42.726971', 'longitude': '-73.682752'}",110,11,2138
Burns Apartments (Troy Shopping Bus),12771,,,815,TROY,RAMP,No,No,No,No,No,No,,,,
Western Ave & Thurlow Terr,260,-73.77258,42.66034,"10,801, 808",ALBANY,THURLOW,No,Yes,Yes,No,Yes,No,"{'latitude': '42.66034', 'longitude': '-73.77258'}",814,40,2030
Whitehall Rd & S. Main Ave,11924,-73.804847,42.648659,"6,801, 804",ALBANY,FLEETWOOD,No,No,No,No,Yes,No,"{'latitude': '42.648659', 'longitude': '-73.804847'}",814,45,2030
Cuthbert St & Lindberg Ct,3601,-73.95689,42.83491,353,GLENVILLE,EUCLID,No,No,No,No,Yes,No,"{'latitude': '42.83491', 'longitude': '-73.95689'}",108,50,2142
Manor Sites Apt,11559,-73.715296,42.78676,"522, 802",COHOES,MANOR,No,No,Yes,No,Yes,No,"{'latitude': '42.78676', 'longitude': '-73.715296'}",835,1176,2030
15th St & RPI Walk Over Bridge,3109,-73.677541,42.729552,"87, 286",TROY,UNKNOWN,No,Yes,No,No,Yes,No,"{'latitude': '42.729552', 'longitude': '-73.677541'}",110,11,2138
5th Ave & 101st St,4362,-73.6813,42.75383,80,TROY,5TH,No,No,Yes,No,Yes,No,"{'latitude': '42.75383', 'longitude': '-73.6813'}",110,11,2138
15th St & Hoosick St,12363,-73.67489,42.739184,289,TROY,HOOSICK,No,No,No,No,Yes,No,"{'latitude': '42.739184', 'longitude': '-73.67489'}",110,11,2138
McClellan St & Becker St,12446,-73.92354,42.80161,352,SCHENECTADY,BECKER,No,No,No,No,Yes,No,"{'latitude': '42.80161', 'longitude': '-73.92354'}",104,73,2142
S. Pearl St & Corning Hill Rd,10313,-73.766467,42.619738,"7,805, 806",BETHLEHEM,RIVER,No,No,No,No,Yes,No,"{'latitude': '42.619738', 'longitude': '-73.766467'}",837,1225,2030
Main St & Schuyler St,4089,-73.7008,42.76885,"182, 522",COHOES,SCHUYLER,No,No,No,No,Yes,No,"{'latitude': '42.76885', 'longitude': '-73.7008'}",835,1176,2030
S. Manning Blvd & New Scotland Ave,1134,-73.804201,42.657271,"138, 804",ALBANY,NEW SCOTLAND,No,No,No,No,Yes,No,"{'latitude': '42.657271', 'longitude': '-73.804201'}",814,45,2030
Rt 7 & Rice Rd,2549,-73.62534,42.55708,520,SCHODACK,HILL,No,No,No,No,Yes,No,"{'latitude': '42.55708', 'longitude': '-73.62534'}",112,1296,2138
Van Dam St & Woodlawn Ave,12150,-73.785521,43.085778,452,SARATOGA SPRINGS,BOLSTER,No,No,No,No,Yes,No,"{'latitude': '43.085778', 'longitude': '-73.785521'}",994,147,2141
5th Ave & 121st St,4499,-73.67042,42.78108,80,TROY,121ST,No,No,No,No,Yes,No,"{'latitude': '42.78108', 'longitude': '-73.67042'}",110,12,2138
Broadway & 1st St,11006,-73.73923,42.67045,"22,801, 805",ALBANY,BROADWAY,No,No,No,No,Yes,No,"{'latitude': '42.67045', 'longitude': '-73.73923'}",814,41,2030
707 Washington Ave (Albany HS),11447,-73.78362,42.66683,805,ALBANY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.66683', 'longitude': '-73.78362'}",814,40,2030
S. Pearl St @ County Waste Recycling,10712,-73.76814,42.62316,"7,805, 806",ALBANY,PORT ACCESS,No,No,No,No,Yes,No,"{'latitude': '42.62316', 'longitude': '-73.76814'}",814,39,2030
Albany Shaker Rd & Shaker El,10857,-73.78082,42.71079,737,COLONIE,SHAKER EL,No,No,No,No,Yes,No,"{'latitude': '42.71079', 'longitude': '-73.78082'}",834,48,2030
Wood Ave & Avenue B,11285,-73.915212,42.833529,351,SCHENECTADY,AVENUE B EXT,No,No,No,No,Yes,No,"{'latitude': '42.833529', 'longitude': '-73.915212'}",104,77,2142
Columbia St & Cohoes High School,4019,-73.72014,42.77287,182,COHOES,COLUMBIA,No,No,No,No,Yes,No,"{'latitude': '42.77287', 'longitude': '-73.72014'}",835,1176,2030
Union St & Clinton St,12916,-73.937658,42.816031,871,SCHENECTADY,UNION,No,No,No,No,No,No,"{'latitude': '42.816031', 'longitude': '-73.937658'}",104,74,2142
Clinton Ave & Quail St,10343,,,"125, 801",ALBANY,QUAIL,No,No,No,No,Yes,No,,,,
Sand Creek Rd & Iris Ln,10531,-73.80137,42.70602,125,COLONIE,IRIS,No,No,No,No,Yes,No,"{'latitude': '42.70602', 'longitude': '-73.80137'}",834,42,2030
Fuller Rd & Executive Park Dr,12666,-73.836939,42.683992,"117, 190",GUILDERLAND,EXECUTIVE PARK,No,No,No,No,Yes,No,"{'latitude': '42.683992', 'longitude': '-73.836939'}",832,40,2030
Broadway & Glenwood Rd,4222,-73.71858,42.69897,22,COLONIE,BROADWAY,No,No,No,No,Yes,No,"{'latitude': '42.69897', 'longitude': '-73.71858'}",834,41,2030
Washington Ave & Manning Blvd,1846,-73.79062,42.67262,"12, 114",ALBANY,PINE,No,No,No,No,Yes,No,"{'latitude': '42.67262', 'longitude': '-73.79062'}",814,43,2030
Hoosick St & 13th St,3811,-73.67713,42.7394,"87, 96",TROY,HOOSICK,No,No,Yes,No,Yes,No,"{'latitude': '42.7394', 'longitude': '-73.67713'}",110,11,2138
State St & Robinson St,2290,-73.921083,42.795603,355,SCHENECTADY,ROBINSON ST,No,Yes,No,No,Yes,No,"{'latitude': '42.795603', 'longitude': '-73.921083'}",104,73,2142
Hoosick St & 17th St,2889,-73.673211,42.738691,"87, 96",TROY,16TH,No,No,No,No,Yes,No,"{'latitude': '42.738691', 'longitude': '-73.673211'}",110,11,2138
Rt 7 & Wtry Rd,2491,-73.8399,42.77806,370,NISKAYUNA,WTRY,No,No,No,No,Yes,No,"{'latitude': '42.77806', 'longitude': '-73.8399'}",107,78,2142
Congress St & Brunswick Ave,4353,-73.676672,42.722146,"286, 289",TROY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.722146', 'longitude': '-73.676672'}",110,11,2138
Franklin St & Nott Terrace,12919,-73.936091,42.811628,871,SCHENECTADY,LAFAYETTE,No,No,No,No,No,No,"{'latitude': '42.811628', 'longitude': '-73.936091'}",104,74,2142
629 Mt. Hope Dr,10687,-73.765982,42.632116,"7,716,805, 806",ALBANY,MOUNT HOPE,No,No,No,No,Yes,No,"{'latitude': '42.632116', 'longitude': '-73.765982'}",814,39,2030
Hoosick St & River St,2895,-73.685872,42.739507,"87,96, 999",TROY,RIVER,No,No,No,No,Yes,No,"{'latitude': '42.739507', 'longitude': '-73.685872'}",110,11,2138
Nott St & Balltown Rd,1605,-73.89339,42.81557,354,NISKAYUNA,VIA DEL MAR,No,No,No,No,Yes,No,"{'latitude': '42.81557', 'longitude': '-73.89339'}",107,78,2142
Central Ave & Colonie Center - Colonie Station,11748,-73.819967,42.707186,,COLONIE,COLONIE CENTER,No,No,No,No,Yes,No,"{'latitude': '42.707186', 'longitude': '-73.819967'}",834,42,2030
Rt 50 & Ballston Ave,12248,-73.852319,42.988688,450,BALLSTON,CURRIE,No,No,No,No,Yes,No,"{'latitude': '42.988688', 'longitude': '-73.852319'}",1011,1148,2141
N. Main St & Western Ave,11780,-73.78808,42.6655,"801, 805",ALBANY,WESTERN,No,No,No,No,Yes,No,"{'latitude': '42.6655', 'longitude': '-73.78808'}",814,40,2030
Exit 8 Park & Ride,12308,-73.77106,42.81867,540,CLIFTON PARK,WOODLAND,No,No,Yes,No,Yes,No,"{'latitude': '42.81867', 'longitude': '-73.77106'}",1009,1190,2141
Columbia Cir E & Columbia Cir W-Pine Bush Preserve,12557,-73.860737,42.703655,155,ALBANY,COLUMBIA CIRCLE,No,No,No,No,Yes,No,"{'latitude': '42.703655', 'longitude': '-73.860737'}",814,40,2030
New Scotland Rd & Hartman Rd,1013,-73.829654,42.651145,"13, 113",ALBANY,HARTMAN,No,No,No,No,Yes,No,"{'latitude': '42.651145', 'longitude': '-73.829654'}",814,45,2030
Crossgates Mid-Mall,7175,-73.850299,42.687953,"10,12,114,117,155,190,712,719, 813",GUILDERLAND,UNKNOWN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.687953', 'longitude': '-73.850299'}",832,40,2030
Vandenburg Ave & Lark St,4254,-73.68824,42.70235,"85, 224",TROY,LARK,No,No,No,No,Yes,No,"{'latitude': '42.70235', 'longitude': '-73.68824'}",110,11,2138
State St & Mynderse St,2650,-73.93467,42.80758,355,SCHENECTADY,MYNDERSE,No,Yes,No,No,Yes,No,"{'latitude': '42.80758', 'longitude': '-73.93467'}",104,76,2142
Broadway & Division St,11515,-73.785599,43.081197,"450,452, 875",SARATOGA SPRINGS,PHILA,No,No,No,No,Yes,No,"{'latitude': '43.081197', 'longitude': '-73.785599'}",994,147,2141
State St & Chiswell Rd,2381,-73.900729,42.777395,355,SCHENECTADY,STATE HWY 5,No,No,No,No,Yes,No,"{'latitude': '42.777395', 'longitude': '-73.900729'}",104,73,2142
428 Rt 146 (Guilderland Center Nursing Home),10606,-73.96196,42.70221,719,GUILDERLAND,COUNTY HWY 202,No,No,No,No,Yes,No,"{'latitude': '42.70221', 'longitude': '-73.96196'}",832,1230,2030
80 Wolf Rd,10522,-73.81261,42.71492,"1,117,125,190,807, 813",COLONIE,ERDMANN,No,No,Yes,No,Yes,No,"{'latitude': '42.71492', 'longitude': '-73.81261'}",834,42,2030
Madison Ave & Grand St,12321,-73.756359,42.646221,114,ALBANY,TRINITY,No,No,No,No,Yes,No,"{'latitude': '42.646221', 'longitude': '-73.756359'}",814,39,2030
Broadway & Harts Ln,102,-73.71846,42.69951,"22, 809",COLONIE,BROADWAY,No,No,No,No,Yes,No,"{'latitude': '42.69951', 'longitude': '-73.71846'}",834,41,2030
Mohawk Ave & Rt 50,12196,-73.9619,42.82539,353,GLENVILLE,BALLSTON,No,No,No,No,Yes,No,"{'latitude': '42.82539', 'longitude': '-73.9619'}",108,50,2142
Vliet Blvd & Pleasant St,11076,-73.72218,42.77901,"522, 802",COHOES,ZIEMKE FARM,No,No,No,No,Yes,No,"{'latitude': '42.77901', 'longitude': '-73.72218'}",835,1176,2030
Henry Johnson Blvd & Clinton Ave,11612,-73.76191,42.66074,"182, 737",ALBANY,ORANGE,No,No,No,No,Yes,No,"{'latitude': '42.66074', 'longitude': '-73.76191'}",814,43,2030
Rosa Rd & Cresse Ave,12617,-73.907654,42.826901,351,SCHENECTADY,FULTON,No,No,No,No,Yes,No,"{'latitude': '42.826901', 'longitude': '-73.907654'}",104,78,2142
Rowland St & Pinehollow Dr,12873,,,"451, 540",MILTON,PINEHOLLOW,No,No,No,No,Yes,No,,,,
Adams St & East St,906,-73.74094,42.63783,"114,214, 808",RENSSELAER,EAST,No,No,No,No,Yes,No,"{'latitude': '42.63783', 'longitude': '-73.74094'}",115,1309,2138
S. Pearl St & Schuyler St,3298,-73.75742,42.64104,"6,7,803,804, 809",ALBANY,MORTON,No,No,No,No,Yes,No,"{'latitude': '42.64104', 'longitude': '-73.75742'}",814,39,2030
Nelson Ave & Lincoln Ave,12849,,,451,SARATOGA SPRINGS,FRANK SULLIVAN,No,No,No,No,Yes,No,,,,
Manor Ave & Cottage Ave,44,-73.71758,42.78652,"522, 802",COHOES,MANOR,No,No,No,No,Yes,No,"{'latitude': '42.78652', 'longitude': '-73.71758'}",835,1176,2030
Main Ave & Rt 150,10006,-73.63517,42.6939,286,NORTH GREENBUSH,ORCHARD,No,No,No,No,Yes,No,"{'latitude': '42.6939', 'longitude': '-73.63517'}",125,38,2138
15th St & Sage Ave,7266,-73.67722,42.731,289,TROY,SAGE,No,No,No,No,Yes,No,"{'latitude': '42.731', 'longitude': '-73.67722'}",110,11,2138
Hoosick St & S. Lake Ave,2861,-73.659577,42.738952,"87, 96",TROY,CONWAY,No,No,No,No,Yes,No,"{'latitude': '42.738952', 'longitude': '-73.659577'}",110,11,2138
Madison Ave & Empire State Plaza,3417,-73.760902,42.648721,"22,114,214,224, 540",ALBANY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.648721', 'longitude': '-73.760902'}",814,44,2030
New Scotland Rd & Hopi St,717,-73.82493,42.653,"13,113,805, 806",ALBANY,HOPI,No,No,No,No,Yes,No,"{'latitude': '42.653', 'longitude': '-73.82493'}",814,45,2030
Serafini Village,385,-73.87695,42.6936,"117,719, 763",GUILDERLAND,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.6936', 'longitude': '-73.87695'}",832,40,2030
New Scotland Ave & Hurst Ave,2162,-73.81554,42.65756,"13,734,801,804, 806",ALBANY,CRESCENT,No,No,No,No,Yes,No,"{'latitude': '42.65756', 'longitude': '-73.81554'}",814,45,2030
Sand Creek Rd & Amoby Dr,1092,-73.78898,42.6953,125,COLONIE,BLURRY,No,No,No,No,Yes,No,"{'latitude': '42.6953', 'longitude': '-73.78898'}",834,42,2030
Hackett Blvd & Picotte Dr,1189,-73.811214,42.653307,"734, 805",ALBANY,PICOTTE,No,No,No,No,Yes,No,"{'latitude': '42.653307', 'longitude': '-73.811214'}",814,45,2030
Wolf Rd & Ulenski Dr,10511,-73.79773,42.72539,"117, 190",COLONIE,MARCUS,No,No,No,No,Yes,No,"{'latitude': '42.72539', 'longitude': '-73.79773'}",834,42,2030
New Scotland Ave & Glenwood St,454,-73.79228,42.65368,"13,805, 806",ALBANY,RAMSEY,No,No,No,No,Yes,No,"{'latitude': '42.65368', 'longitude': '-73.79228'}",814,45,2030
Broadway & Interstate 890,11296,-73.947041,42.806076,"351, 763",SCHENECTADY,EDISON,No,No,No,No,Yes,No,"{'latitude': '42.806076', 'longitude': '-73.947041'}",104,74,2142
S. Pearl St & McCarty Ave,10730,-73.763557,42.633827,"7,716, 805",ALBANY,GREEN,No,No,No,No,Yes,No,"{'latitude': '42.633827', 'longitude': '-73.763557'}",814,39,2030
Broadway & Lindberg Ave,135,-73.73534,42.67672,"22,801, 805",ALBANY,LINBERGH,No,No,No,No,Yes,No,"{'latitude': '42.67672', 'longitude': '-73.73534'}",814,41,2030
State St & Division St - Division Station,11328,-73.924762,42.798767,"355,531, 905",SCHENECTADY,FURMAN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.798767', 'longitude': '-73.924762'}",104,73,2142
Madison Ave & Saint Rose College,274,-73.786931,42.663518,"114,763,805, 806",ALBANY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.663518', 'longitude': '-73.786931'}",814,40,2030
Henry Johnson Blvd & Clinton Ave,2058,-73.76172,42.66077,"182, 737",ALBANY,ORANGE,No,No,No,No,Yes,No,"{'latitude': '42.66077', 'longitude': '-73.76172'}",814,47,2030
River St & Rensselaer St,10989,-73.68493,42.74312,85,TROY,JAY,No,No,No,No,Yes,No,"{'latitude': '42.74312', 'longitude': '-73.68493'}",110,11,2138
N. Allen St & Bradford St,1215,-73.78468,42.67354,"138,803, 804",ALBANY,BRADFORD,No,No,No,No,Yes,No,"{'latitude': '42.67354', 'longitude': '-73.78468'}",814,43,2030
Rt 146 & Ostrander Rd,12933,-73.949317,42.702983,719,GUILDERLAND,FRENCHS HOLLOW,No,No,No,No,Yes,No,"{'latitude': '42.702983', 'longitude': '-73.949317'}",832,1142,2030
Western Ave & Johnston Rd,405,-73.85848,42.68769,"10,117,190,763, 806",GUILDERLAND,US HWY 20,No,No,Yes,No,Yes,No,"{'latitude': '42.68769', 'longitude': '-73.85848'}",832,40,2030
Prospect St & Main St,12649,-73.929535,42.655286,719,NEW SCOTLAND,PROSPECT,No,No,No,No,Yes,No,"{'latitude': '42.655286', 'longitude': '-73.929535'}",830,16,2030
Madison Ave & Quail St,343,-73.780028,42.659454,"114,763, 806",ALBANY,QUAIL,No,No,No,No,Yes,No,"{'latitude': '42.659454', 'longitude': '-73.780028'}",814,45,2030
23rd St & Broadway,3770,-73.69984,42.7327,522,WATERVLIET,BROADWAY,No,No,No,No,Yes,No,"{'latitude': '42.7327', 'longitude': '-73.69984'}",828,19,2030
Schodack Rd & Matthew Ln,10919,-73.65922,42.55671,520,SCHODACK,DAISY,No,No,No,No,Yes,No,"{'latitude': '42.55671', 'longitude': '-73.65922'}",112,1158,2138
Columbia St & Stratford,10059,-73.71629,42.77254,182,COHOES,STRAFFORD,No,No,No,No,Yes,No,"{'latitude': '42.77254', 'longitude': '-73.71629'}",835,1176,2030
Hackett Blvd & Bancroft St,11605,-73.81277,42.65406,"734, 805",ALBANY,BANCROFT,No,No,No,No,Yes,No,"{'latitude': '42.65406', 'longitude': '-73.81277'}",814,45,2030
State St & Elm St,2342,-73.92299,42.79737,355,SCHENECTADY,ELM,No,Yes,Yes,No,Yes,No,"{'latitude': '42.79737', 'longitude': '-73.92299'}",104,73,2142
Ontario St & New Scotland Ave,1241,-73.78882,42.65332,805,ALBANY,A,No,No,No,No,Yes,No,"{'latitude': '42.65332', 'longitude': '-73.78882'}",814,45,2030
Rt 7 & Tall Oaks Apts,2460,-73.864143,42.785815,370,NISKAYUNA,STATE HWY 7,No,No,No,No,Yes,No,"{'latitude': '42.785815', 'longitude': '-73.864143'}",107,78,2142
Union St & Garner Ave,2454,-73.90679,42.80558,370,SCHENECTADY,GARNER,No,No,No,No,Yes,No,"{'latitude': '42.80558', 'longitude': '-73.90679'}",104,78,2142
Ballston Ave Trailhead,12842,,,"450, 451",SARATOGA SPRINGS,WEST,No,No,No,No,Yes,No,,,,
Lake Ave & Henry St,12632,,,"451,475, 540",SARATOGA SPRINGS,HENRY,No,No,No,No,Yes,No,,,,
Fuller Rd & Warehouse Row,37,-73.82277,42.69921,"117, 190",COLONIE,WILSON,No,No,No,No,Yes,No,"{'latitude': '42.69921', 'longitude': '-73.82277'}",834,42,2030
Delaware Ave & Mason Rd,2988,-73.80843,42.62951,18,BETHLEHEM,MASON,No,No,No,No,Yes,No,"{'latitude': '42.62951', 'longitude': '-73.80843'}",837,1180,2030
Western Ave & Daytona Ave,10221,-73.81007,42.67231,"10,11,763,806, 808",ALBANY,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.67231', 'longitude': '-73.81007'}",814,40,2030
Lark St & Colonie St,11709,-73.755737,42.663065,"100,138,801,803, 805",ALBANY,COLONIE,No,No,No,No,Yes,No,"{'latitude': '42.663065', 'longitude': '-73.755737'}",814,47,2030
Broadway & Ellsworth Jones Pl,12230,-73.784167,43.084575,"450, 452",SARATOGA SPRINGS,WALTON,No,No,No,No,Yes,No,"{'latitude': '43.084575', 'longitude': '-73.784167'}",994,147,2141
19 British American Blvd,12575,-73.821912,42.759869,"117, 737",COLONIE,CORNELL,No,No,No,No,Yes,No,"{'latitude': '42.759869', 'longitude': '-73.821912'}",834,1288,2030
Menands Rd & Princess Ln,12670,-73.748686,42.703009,182,COLONIE,PRINCESS,No,No,No,No,Yes,No,"{'latitude': '42.703009', 'longitude': '-73.748686'}",834,48,2030
Rt 20 & Highland Dr,11301,-73.93046,42.71367,763,GUILDERLAND,HIGHLAND,No,No,No,No,Yes,No,"{'latitude': '42.71367', 'longitude': '-73.93046'}",832,72,2030
1541 Broadway (Senior Citizen Center),15,-73.70014,42.72651,"22,809, 815",WATERVLIET,BROADWAY,No,Yes,Yes,No,Yes,No,"{'latitude': '42.72651', 'longitude': '-73.70014'}",828,19,2030
Broadway & Menand Rd,11000,-73.72237,42.69438,22,COLONIE,TILLINGHAST,No,No,No,No,Yes,No,"{'latitude': '42.69438', 'longitude': '-73.72237'}",834,41,2030
Central Ave & Hannaford Plaza - West Mall Station,198,-73.790653,42.680523,"1,712,807, 905",ALBANY,CONNECTING,No,Yes,Yes,No,Yes,No,"{'latitude': '42.680523', 'longitude': '-73.790653'}",814,43,2030
Lark St & Lancaster St,3246,-73.76545,42.65466,"13,18,763,801, 870",ALBANY,LANCASTER,No,No,No,No,Yes,No,"{'latitude': '42.65466', 'longitude': '-73.76545'}",814,47,2030
Columbia St & Trull St,8020,-73.706047,42.769957,522,COHOES,TRULL,No,No,No,No,Yes,No,"{'latitude': '42.769957', 'longitude': '-73.706047'}",835,1176,2030
19 Colonial Ave,10633,-73.80442,42.66893,806,ALBANY,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.66893', 'longitude': '-73.80442'}",814,40,2030
Rowland St & Geyser Rd,11477,-73.85036,43.045475,451,MILTON,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '43.045475', 'longitude': '-73.85036'}",999,1148,2141
286 Executive Centre Dr,12550,-73.861583,42.705784,155,ALBANY,FRONTAGE,No,No,No,No,Yes,No,"{'latitude': '42.705784', 'longitude': '-73.861583'}",814,40,2030
Altamont Rd & Claremont Dr,12755,-73.947569,42.65338,719,NEW SCOTLAND,CLAREMONT,No,No,No,No,Yes,No,"{'latitude': '42.65338', 'longitude': '-73.947569'}",830,16,2030
Rt 50 & Baptist Retirement Health Center,1729,-73.95387,42.836873,"353, 450",GLENVILLE,BALLSTON,No,No,Yes,No,Yes,No,"{'latitude': '42.836873', 'longitude': '-73.95387'}",108,50,2142
2nd Ave & 106th St,858,-73.68153,42.76355,85,TROY,106TH,No,No,No,No,Yes,No,"{'latitude': '42.76355', 'longitude': '-73.68153'}",110,12,2138
Western Ave & Belvedere  Ave,281,-73.80133,42.66964,"10,11,763,801, 808",ALBANY,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.66964', 'longitude': '-73.80133'}",814,40,2030
Central Ave & Quail St - Quail Station,141,-73.773555,42.665762,"1,712,807, 905",ALBANY,LAKE,No,Yes,Yes,No,Yes,No,"{'latitude': '42.665762', 'longitude': '-73.773555'}",814,43,2030
Rt 50 & Vly Rd,2700,-73.96069,42.8278,450,GLENVILLE,CATHERINE,No,No,No,No,Yes,No,"{'latitude': '42.8278', 'longitude': '-73.96069'}",108,50,2142
Hackett Blvd & Forest Ave,1159,-73.79115,42.64687,734,ALBANY,CLAYTON,No,No,No,No,Yes,No,"{'latitude': '42.64687', 'longitude': '-73.79115'}",814,45,2030
Lark Dr & Capital Woods Apts  #2,666,-73.75088,42.66393,"100,138,801,803, 805",ALBANY,LARK,No,No,No,No,Yes,No,"{'latitude': '42.66393', 'longitude': '-73.75088'}",814,47,2030
New Scotland Ave & Oakwood St,694,-73.79701,42.65498,"13, 806",ALBANY,VAN SCHOICK,No,No,No,No,Yes,No,"{'latitude': '42.65498', 'longitude': '-73.79701'}",814,45,2030
Nelson Ave & Wright St (Summer Trolley Only),12604,,,875,SARATOGA SPRINGS,FRANK SULLIVAN,No,No,No,No,Yes,No,,,,
Mariaville Rd & Delmar Ave,11388,-73.99219,42.79286,351,ROTTERDAM,DELMAR,No,No,No,No,Yes,No,"{'latitude': '42.79286', 'longitude': '-73.99219'}",105,75,2142
Cherry Ave & Huron Rd,1277,-73.854503,42.61974,"18, 719",BETHLEHEM,OAK,No,No,No,No,Yes,No,"{'latitude': '42.61974', 'longitude': '-73.854503'}",837,1180,2030
3770 Carman Rd (Carman Plaza),1581,-73.93507,42.72293,763,GUILDERLAND,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.72293', 'longitude': '-73.93507'}",832,72,2030
East St & Adams St,10802,-73.74109,42.63803,"214, 808",RENSSELAER,ADAMS,No,No,No,No,Yes,No,"{'latitude': '42.63803', 'longitude': '-73.74109'}",115,1309,2138
New Scotland Rd & Southwood Dr,520,-73.87211,42.62767,719,BETHLEHEM,SOUTHWOOD,No,No,No,No,Yes,No,"{'latitude': '42.62767', 'longitude': '-73.87211'}",837,1406,2030
New Scotland Rd & N. Helderberg Pkwy,2206,-73.87521,42.62733,719,BETHLEHEM,MAYFAIR,No,No,No,No,Yes,No,"{'latitude': '42.62733', 'longitude': '-73.87521'}",837,1406,2030
Garner St & Roulier Heights Apts,4095,-73.70586,42.77401,"182, 802",COHOES,ROULIER HTS,No,No,No,No,Yes,No,"{'latitude': '42.77401', 'longitude': '-73.70586'}",835,1176,2030
2nd Ave & 24th St,12687,,,182,WATERVLIET,24TH,No,No,No,No,Yes,No,,,,
Main Ave & Brookside Ave,4460,-73.64484,42.69688,286,NORTH GREENBUSH,ACKER,No,No,No,No,Yes,No,"{'latitude': '42.69688', 'longitude': '-73.64484'}",125,38,2138
Columbia Tpke & Middlesex Rd,2731,-73.69534,42.58492,233,EAST GREENBUSH,VAN BUREN,No,No,No,No,Yes,No,"{'latitude': '42.58492', 'longitude': '-73.69534'}",129,1186,2138
Seward Pl & Nott St,12431,-73.93105,42.82043,"351, 354",SCHENECTADY,HURON,No,No,No,No,Yes,No,"{'latitude': '42.82043', 'longitude': '-73.93105'}",104,77,2142
Vliet Blvd & Pleasant St,4156,-73.72193,42.77904,802,COHOES,BERKELEY,No,No,No,No,Yes,No,"{'latitude': '42.77904', 'longitude': '-73.72193'}",835,1176,2030
Franciscan Heights Senior Community,12010,,,214,RENSSELAER,St. Francis Lane,No,No,No,No,Yes,No,,,,
Washington Ave & Van Allen Way(Van Allen Apts.),12896,,,"214, 808",NORTH GREENBUSH,VAN-ALSTYN,No,No,No,No,Yes,No,,,,
Clinton Ave & Manning Blvd,11437,-73.77906,42.67102,"801, 805",ALBANY,CLINTON,No,No,No,No,Yes,No,"{'latitude': '42.67102', 'longitude': '-73.77906'}",814,43,2030
Green St & Bassett St,10669,-73.75554,42.63956,"716,801, 805",ALBANY,RENSSELAER,No,No,No,No,Yes,No,"{'latitude': '42.63956', 'longitude': '-73.75554'}",814,39,2030
Craig St & Duane Ave,3606,,,353,SCHENECTADY,LINCOLN,No,No,No,No,Yes,No,,,,
Northern Blvd & Colonie St,3350,-73.75785,42.66451,"182,737, 801",ALBANY,COLONIE,No,No,No,No,Yes,No,"{'latitude': '42.66451', 'longitude': '-73.75785'}",814,43,2030
3rd St & Rawson St,1494,-73.778583,42.67431,"138, 804",ALBANY,3RD,No,No,No,No,Yes,No,"{'latitude': '42.67431', 'longitude': '-73.778583'}",814,43,2030
Chrisler Ave & Michigan Ave,12473,-73.93974,42.79209,353,SCHENECTADY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.79209', 'longitude': '-73.93974'}",104,72,2142
Lark Dr & N. Pearl St,11737,-73.74761,42.6603,"100,138,801,803, 805",ALBANY,PEARL,No,No,No,No,Yes,No,"{'latitude': '42.6603', 'longitude': '-73.74761'}",814,47,2030
N. Main Ave & Western Ave,11913,-73.788249,42.665215,801,ALBANY,MAIN,No,No,No,No,No,No,"{'latitude': '42.665215', 'longitude': '-73.788249'}",814,40,2030
Nott Terr & Chapel St,3670,-73.936649,42.811297,"351,354, 370",SCHENECTADY,NOTT,No,No,No,No,Yes,No,"{'latitude': '42.811297', 'longitude': '-73.936649'}",104,76,2142
